rank,commodity,origin_province,destination_province,priority_score,price_gap_score,origin_surplus_score,destination_deficit_score,destination_model_score,distance_km,top_reasons,review_action,origin_price,destination_price,origin_surplus_ton,destination_surplus_ton,origin_region,destination_region
225,Beras Medium,Papua Selatan,Maluku,16.4,0.021184180446544236,0.2812746270170229,0.1061216753298679,0.13089288264684626,1451.9080249841788,selisih harga Rp278/kg; asal surplus proxy 0.16 juta ton; tujuan defisit proxy 0.10 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,15070.0,15348.0,156135.8,-95149.3,Maluku-Papua,Maluku-Papua
226,Beras Medium,Aceh,Maluku Utara,16.36,0.17503619599177017,0.3750789476478248,0.1067661792442474,0.12277461213541097,3597.4191167191807,"selisih harga Rp2,297/kg; asal surplus proxy 0.41 juta ton; tujuan defisit proxy 0.10 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13482.0,15779.0,405112.0,-96158.9,Sumatra,Maluku-Papua
227,Beras Medium,Aceh,Jambi,16.17,0.0,0.3750789476478248,0.0802251935820565,0.04111311041255655,1217.1585998720718,selisih harga Rp-300/kg; asal surplus proxy 0.41 juta ton; tujuan defisit proxy 0.11 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13482.0,13182.0,405112.0,-107049.40000000002,Sumatra,Sumatra
228,Beras Medium,Gorontalo,Kalimantan Tengah,16.05,0.0956336203611979,0.2690205710637521,0.0352459273032908,0.05967752904758533,1061.12980753697,"selisih harga Rp1,255/kg; asal surplus proxy 0.06 juta ton; tujuan defisit proxy 0.03 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13275.0,14530.0,60899.4,-29068.60000000001,Sulawesi,Kalimantan
229,Beras Medium,Sumatera Barat,Kepulauan Bangka Belitung,15.98,0.0,0.326940641267158,0.0617702103748577,0.03934247629993162,653.5466321807913,"selisih harga Rp-1,558/kg; asal surplus proxy 0.30 juta ton; tujuan defisit proxy 0.08 juta ton; jarak relatif dekat",review if capacity allows,15180.0,13622.0,295616.8,-84281.9,Sumatra,Sumatra
230,Beras Medium,Sumatera Barat,Banten,15.89,0.0,0.326940641267158,0.0801696340807018,0.041802139376786424,862.8747424170222,"selisih harga Rp-2,407/kg; asal surplus proxy 0.30 juta ton; tujuan defisit proxy 0.11 juta ton; jarak relatif dekat",review if capacity allows,15180.0,12773.0,295616.8,-109688.90000000002,Sumatra,Jawa
231,Beras Medium,Sumatera Utara,Papua Barat Daya,15.86,0.1037110416825421,0.5079618854275184,0.0649577215536571,0.11107622475189738,3654.566143526664,"selisih harga Rp1,361/kg; asal surplus proxy 0.81 juta ton; tujuan defisit proxy 0.04 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,14022.0,15383.0,813624.3,-42799.5,Sumatra,Maluku-Papua
232,Beras Medium,Bali,Papua Barat Daya,15.74,0.10752114607940258,0.2854053918363151,0.0649577215536571,0.11107622475189738,1974.4767976390572,"selisih harga Rp1,411/kg; asal surplus proxy 0.12 juta ton; tujuan defisit proxy 0.04 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13972.0,15383.0,120151.09999999998,-42799.5,Bali-Nusa,Maluku-Papua
233,Beras Medium,Bali,Kalimantan Tengah,15.61,0.04252076506896289,0.2854053918363151,0.0352459273032908,0.05967752904758533,730.3962506016318,selisih harga Rp558/kg; asal surplus proxy 0.12 juta ton; tujuan defisit proxy 0.03 juta ton; jarak relatif dekat,review if capacity allows,13972.0,14530.0,120151.09999999998,-29068.60000000001,Bali-Nusa,Kalimantan
234,Beras Medium,Kalimantan Selatan,Banten,15.52,0.0,0.3318315692012287,0.0801696340807018,0.041802139376786424,985.6665453473162,selisih harga Rp-363/kg; asal surplus proxy 0.27 juta ton; tujuan defisit proxy 0.11 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13136.0,12773.0,265584.8,-109688.90000000002,Kalimantan,Jawa
235,Beras Medium,Papua Selatan,Maluku Utara,15.52,0.05402728034748152,0.2812746270170229,0.1067661792442474,0.12277461213541097,1773.8877926127714,selisih harga Rp709/kg; asal surplus proxy 0.16 juta ton; tujuan defisit proxy 0.10 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,15070.0,15779.0,156135.8,-96158.9,Maluku-Papua,Maluku-Papua
236,Beras Medium,Nusa Tenggara Barat,Jambi,15.37,0.0,0.3988510000601896,0.0802251935820565,0.04111311041255655,1586.8009917912236,selisih harga Rp-41/kg; asal surplus proxy 0.46 juta ton; tujuan defisit proxy 0.11 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13223.0,13182.0,461050.5,-107049.40000000002,Bali-Nusa,Sumatra
237,Beras Medium,Aceh,Maluku,15.0,0.1421930960908329,0.3750789476478248,0.1061216753298679,0.13089288264684626,3791.554991549336,"selisih harga Rp1,866/kg; asal surplus proxy 0.41 juta ton; tujuan defisit proxy 0.10 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13482.0,15348.0,405112.0,-95149.3,Sumatra,Maluku-Papua
238,Beras Medium,Sulawesi Tenggara,Kepulauan Riau,14.93,0.004267316924483731,0.288325437421205,0.1469170788316764,0.1149903504005898,2079.777517551076,selisih harga Rp56/kg; asal surplus proxy 0.13 juta ton; tujuan defisit proxy 0.18 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,14001.0,14057.0,132556.0,-181142.9,Sulawesi,Sumatra
239,Beras Medium,Lampung,Papua Selatan,14.91,0.14927989026899338,0.4826253642615985,0.0295779743313416,0.11706474129046035,3890.7146244177934,"selisih harga Rp1,959/kg; asal surplus proxy 0.72 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13111.0,15070.0,724813.4,156135.8,Sumatra,Maluku-Papua
240,Beras Medium,Kalimantan Selatan,Jambi,14.78,0.003505296045111636,0.3318315692012287,0.0802251935820565,0.04111311041255655,1234.4731253774223,selisih harga Rp46/kg; asal surplus proxy 0.27 juta ton; tujuan defisit proxy 0.11 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13136.0,13182.0,265584.8,-107049.40000000002,Kalimantan,Sumatra
241,Beras Medium,Sumatera Barat,Papua Tengah,14.72,0.10980720871751885,0.326940641267158,0.1360393467429249,0.2090788030839928,3914.5397963212185,"selisih harga Rp1,441/kg; asal surplus proxy 0.30 juta ton; tujuan defisit proxy 0.09 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,15180.0,16621.0,295616.8,-93722.0,Sumatra,Maluku-Papua
242,Beras Medium,Papua Selatan,Papua Barat Daya,14.59,0.023851253524346566,0.2812746270170229,0.0649577215536571,0.11107622475189738,1320.8498774409134,selisih harga Rp313/kg; asal surplus proxy 0.16 juta ton; tujuan defisit proxy 0.04 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,15070.0,15383.0,156135.8,-42799.5,Maluku-Papua,Maluku-Papua
243,Beras Medium,Aceh,Kepulauan Bangka Belitung,14.56,0.010668292311209327,0.3750789476478248,0.0617702103748577,0.03934247629993162,1471.5073673719517,selisih harga Rp140/kg; asal surplus proxy 0.41 juta ton; tujuan defisit proxy 0.08 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13482.0,13622.0,405112.0,-84281.9,Sumatra,Sumatra
244,Beras Medium,Sulawesi Tenggara,Kalimantan Tengah,14.54,0.040310904518783816,0.288325437421205,0.0352459273032908,0.05967752904758533,974.0468010786784,selisih harga Rp529/kg; asal surplus proxy 0.13 juta ton; tujuan defisit proxy 0.03 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,14001.0,14530.0,132556.0,-29068.60000000001,Sulawesi,Kalimantan
245,Beras Medium,Gorontalo,Papua Selatan,14.53,0.13678274784729103,0.2690205710637521,0.0295779743313416,0.11706474129046035,2167.961576368692,"selisih harga Rp1,795/kg; asal surplus proxy 0.06 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13275.0,15070.0,60899.4,156135.8,Sulawesi,Maluku-Papua
246,Beras Medium,Bali,Papua,14.47,0.160786405547512,0.2854053918363151,0.0513288242072671,0.13608247786583189,2894.2601789460527,"selisih harga Rp2,110/kg; asal surplus proxy 0.12 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13972.0,16082.0,120151.09999999998,10647.0,Bali-Nusa,Maluku-Papua
247,Beras Medium,Sulawesi Tengah,Papua Selatan,14.1,0.09753867255962813,0.3419196181380747,0.0295779743313416,0.11706474129046035,2424.989300108743,"selisih harga Rp1,280/kg; asal surplus proxy 0.30 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13790.0,15070.0,297374.7,156135.8,Sulawesi,Maluku-Papua
248,Beras Medium,Sumatera Utara,Papua,13.97,0.15697630115065153,0.5079618854275184,0.0513288242072671,0.13608247786583189,4718.027591222607,"selisih harga Rp2,060/kg; asal surplus proxy 0.81 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,14022.0,16082.0,813624.3,10647.0,Sumatra,Maluku-Papua
249,Beras Medium,Kalimantan Selatan,Papua Selatan,13.94,0.14737483807056315,0.3318315692012287,0.0295779743313416,0.11706474129046035,2910.782090402889,"selisih harga Rp1,934/kg; asal surplus proxy 0.27 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13136.0,15070.0,265584.8,156135.8,Kalimantan,Maluku-Papua
250,Beras Medium,Sumatera Barat,Papua Barat,13.87,0.15949097005257945,0.326940641267158,0.0904692796939242,0.16332408494715328,3747.912400446161,"selisih harga Rp2,093/kg; asal surplus proxy 0.30 juta ton; tujuan defisit proxy 0.03 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,15180.0,17273.0,295616.8,-27113.4,Sumatra,Maluku-Papua
251,Beras Medium,Aceh,Kalimantan Tengah,13.83,0.07985978815819554,0.3750789476478248,0.0352459273032908,0.05967752904758533,2238.722369360812,"selisih harga Rp1,048/kg; asal surplus proxy 0.41 juta ton; tujuan defisit proxy 0.03 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13482.0,14530.0,405112.0,-29068.60000000001,Sumatra,Kalimantan
252,Beras Medium,Bali,Banten,13.7,0.0,0.2854053918363151,0.0801696340807018,0.041802139376786424,1038.8846675699713,"selisih harga Rp-1,199/kg; asal surplus proxy 0.12 juta ton; tujuan defisit proxy 0.11 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13972.0,12773.0,120151.09999999998,-109688.90000000002,Bali-Nusa,Jawa
253,Beras Medium,Aceh,Banten,13.59,0.0,0.3750789476478248,0.0801696340807018,0.041802139376786424,1768.904273512886,selisih harga Rp-709/kg; asal surplus proxy 0.41 juta ton; tujuan defisit proxy 0.11 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13482.0,12773.0,405112.0,-109688.90000000002,Sumatra,Jawa
254,Beras Medium,Sulawesi Tenggara,Papua Selatan,13.2,0.08146003200487693,0.288325437421205,0.0295779743313416,0.11706474129046035,2039.211740337256,"selisih harga Rp1,069/kg; asal surplus proxy 0.13 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,14001.0,15070.0,132556.0,156135.8,Sulawesi,Maluku-Papua
255,Beras Medium,Sulawesi Tengah,Banten,13.06,0.0,0.3419196181380747,0.0801696340807018,0.041802139376786424,1629.0968879454988,"selisih harga Rp-1,017/kg; asal surplus proxy 0.30 juta ton; tujuan defisit proxy 0.11 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13790.0,12773.0,297374.7,-109688.90000000002,Sulawesi,Jawa
256,Beras Medium,Sulawesi Tengah,Kepulauan Bangka Belitung,12.66,0.0,0.3419196181380747,0.0617702103748577,0.03934247629993162,1535.5782826314517,selisih harga Rp-168/kg; asal surplus proxy 0.30 juta ton; tujuan defisit proxy 0.08 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13790.0,13622.0,297374.7,-84281.9,Sulawesi,Sumatra
257,Beras Medium,Sulawesi Barat,Papua Selatan,12.61,0.12207574487540959,0.2705625321672542,0.0295779743313416,0.11706474129046035,2465.412702012388,"selisih harga Rp1,602/kg; asal surplus proxy 0.08 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13468.0,15070.0,78155.0,156135.8,Sulawesi,Maluku-Papua
258,Beras Medium,Sulawesi Tengah,Jambi,12.46,0.0,0.3419196181380747,0.0802251935820565,0.04111311041255655,1809.3045292956228,selisih harga Rp-608/kg; asal surplus proxy 0.30 juta ton; tujuan defisit proxy 0.11 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13790.0,13182.0,297374.7,-107049.40000000002,Sulawesi,Sumatra
259,Beras Medium,Bali,Kepulauan Bangka Belitung,12.0,0.0,0.2854053918363151,0.0617702103748577,0.03934247629993162,1241.592158609802,selisih harga Rp-350/kg; asal surplus proxy 0.12 juta ton; tujuan defisit proxy 0.08 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13972.0,13622.0,120151.09999999998,-84281.9,Bali-Nusa,Sumatra
260,Beras Medium,Bali,Jambi,11.85,0.0,0.2854053918363151,0.0802251935820565,0.04111311041255655,1504.627497208833,selisih harga Rp-790/kg; asal surplus proxy 0.12 juta ton; tujuan defisit proxy 0.11 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13972.0,13182.0,120151.09999999998,-107049.40000000002,Bali-Nusa,Sumatra
261,Beras Medium,Sumatera Barat,Kalimantan Utara,11.83,0.009068048464527929,0.326940641267158,0.0427089548164283,0.10523225965505272,1973.8303394951536,selisih harga Rp119/kg; asal surplus proxy 0.30 juta ton; tujuan defisit proxy 0.01 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,15180.0,15299.0,295616.8,-10922.5,Sumatra,Kalimantan
262,Beras Medium,Sumatera Barat,Kalimantan Tengah,11.65,0.0,0.326940641267158,0.0352459273032908,0.05967752904758533,1514.8014535696343,selisih harga Rp-650/kg; asal surplus proxy 0.30 juta ton; tujuan defisit proxy 0.03 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,15180.0,14530.0,295616.8,-29068.60000000001,Sumatra,Kalimantan
263,Beras Medium,Aceh,Papua Barat Daya,11.48,0.14486016916863523,0.3750789476478248,0.0649577215536571,0.11107622475189738,4053.038125742124,"selisih harga Rp1,901/kg; asal surplus proxy 0.41 juta ton; tujuan defisit proxy 0.04 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13482.0,15383.0,405112.0,-42799.5,Sumatra,Maluku-Papua
264,Beras Medium,Sulawesi Barat,Banten,11.35,0.0,0.2705625321672542,0.0801696340807018,0.041802139376786424,1463.1012262766133,selisih harga Rp-695/kg; asal surplus proxy 0.08 juta ton; tujuan defisit proxy 0.11 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13468.0,12773.0,78155.0,-109688.90000000002,Sulawesi,Jawa
265,Beras Medium,Sumatera Barat,Maluku Utara,11.3,0.045645050674388475,0.326940641267158,0.1067661792442474,0.12277461213541097,3011.7011660791227,selisih harga Rp599/kg; asal surplus proxy 0.30 juta ton; tujuan defisit proxy 0.10 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,15180.0,15779.0,295616.8,-96158.9,Sumatra,Maluku-Papua
266,Beras Medium,Sulawesi Barat,Kepulauan Bangka Belitung,11.26,0.01173512154233026,0.2705625321672542,0.0617702103748577,0.03934247629993162,1421.125290014161,selisih harga Rp154/kg; asal surplus proxy 0.08 juta ton; tujuan defisit proxy 0.08 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13468.0,13622.0,78155.0,-84281.9,Sulawesi,Sumatra
267,Beras Medium,Papua Selatan,Riau,11.07,0.0,0.2812746270170229,0.3072461520480734,0.16739024668454325,4430.08996004985,selisih harga Rp-691/kg; asal surplus proxy 0.16 juta ton; tujuan defisit proxy 0.41 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,15070.0,14379.0,156135.8,-406677.9,Maluku-Papua,Sumatra
268,Beras Medium,Sulawesi Barat,Jambi,10.49,0.0,0.2705625321672542,0.0802251935820565,0.04111311041255655,1701.9997541754258,selisih harga Rp-286/kg; asal surplus proxy 0.08 juta ton; tujuan defisit proxy 0.11 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13468.0,13182.0,78155.0,-107049.40000000002,Sulawesi,Sumatra
269,Beras Medium,Sumatera Barat,Maluku,10.37,0.012801950773451193,0.326940641267158,0.1061216753298679,0.13089288264684626,3106.741992711025,selisih harga Rp168/kg; asal surplus proxy 0.30 juta ton; tujuan defisit proxy 0.10 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,15180.0,15348.0,295616.8,-95149.3,Sumatra,Maluku-Papua
270,Beras Medium,Sulawesi Tenggara,Banten,10.37,0.0,0.288325437421205,0.0801696340807018,0.041802139376786424,1827.3324831770583,"selisih harga Rp-1,228/kg; asal surplus proxy 0.13 juta ton; tujuan defisit proxy 0.11 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,14001.0,12773.0,132556.0,-109688.90000000002,Sulawesi,Jawa
271,Beras Medium,Bali,Papua Selatan,10.03,0.08366989255505601,0.2854053918363151,0.0295779743313416,0.11706474129046035,2768.178170586001,"selisih harga Rp1,098/kg; asal surplus proxy 0.12 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13972.0,15070.0,120151.09999999998,156135.8,Bali-Nusa,Maluku-Papua
272,Beras Medium,Gorontalo,Kepulauan Bangka Belitung,9.76,0.026442124514211688,0.2690205710637521,0.0617702103748577,0.03934247629993162,1907.6447929464605,selisih harga Rp347/kg; asal surplus proxy 0.06 juta ton; tujuan defisit proxy 0.08 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13275.0,13622.0,60899.4,-84281.9,Sulawesi,Sumatra
273,Beras Medium,Aceh,Papua,9.58,0.19812542863674465,0.3750789476478248,0.0513288242072671,0.13608247786583189,5117.301139917416,"selisih harga Rp2,600/kg; asal surplus proxy 0.41 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13482.0,16082.0,405112.0,10647.0,Sumatra,Maluku-Papua
274,Beras Medium,Sulawesi Tenggara,Kepulauan Bangka Belitung,9.53,0.0,0.288325437421205,0.0617702103748577,0.03934247629993162,1832.606149765856,selisih harga Rp-379/kg; asal surplus proxy 0.13 juta ton; tujuan defisit proxy 0.08 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,14001.0,13622.0,132556.0,-84281.9,Sulawesi,Sumatra
275,Beras Medium,Sulawesi Tenggara,Jambi,9.29,0.0,0.288325437421205,0.0802251935820565,0.04111311041255655,2115.518150759344,selisih harga Rp-819/kg; asal surplus proxy 0.13 juta ton; tujuan defisit proxy 0.11 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,14001.0,13182.0,132556.0,-107049.40000000002,Sulawesi,Sumatra
276,Beras Medium,Gorontalo,Banten,8.88,0.0,0.2690205710637521,0.0801696340807018,0.041802139376786424,2017.80409559947,selisih harga Rp-502/kg; asal surplus proxy 0.06 juta ton; tujuan defisit proxy 0.11 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13275.0,12773.0,60899.4,-109688.90000000002,Sulawesi,Jawa
277,Beras Medium,Sumatera Utara,Papua Selatan,8.54,0.07985978815819554,0.5079618854275184,0.0295779743313416,0.11706474129046035,4818.027862146179,"selisih harga Rp1,048/kg; asal surplus proxy 0.81 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,14022.0,15070.0,813624.3,156135.8,Sumatra,Maluku-Papua
278,Beras Medium,Gorontalo,Jambi,8.37,0.0,0.2690205710637521,0.0802251935820565,0.04111311041255655,2175.6935137716137,selisih harga Rp-93/kg; asal surplus proxy 0.06 juta ton; tujuan defisit proxy 0.11 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,13275.0,13182.0,60899.4,-107049.40000000002,Sulawesi,Sumatra
279,Beras Medium,Papua Selatan,Kalimantan Utara,6.84,0.01745027813762097,0.2812746270170229,0.0427089548164283,0.10523225965505272,2849.2961656361126,selisih harga Rp229/kg; asal surplus proxy 0.16 juta ton; tujuan defisit proxy 0.01 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,15070.0,15299.0,156135.8,-10922.5,Maluku-Papua,Kalimantan
280,Beras Medium,Sumatera Barat,Papua Barat Daya,6.56,0.015469023851253524,0.326940641267158,0.0649577215536571,0.11107622475189738,3435.490300356018,selisih harga Rp203/kg; asal surplus proxy 0.30 juta ton; tujuan defisit proxy 0.04 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,15180.0,15383.0,295616.8,-42799.5,Sumatra,Maluku-Papua
281,Beras Medium,Papua Selatan,Kepulauan Riau,5.61,0.0,0.2812746270170229,0.1469170788316764,0.1149903504005898,4118.981347616244,"selisih harga Rp-1,013/kg; asal surplus proxy 0.16 juta ton; tujuan defisit proxy 0.18 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,15070.0,14057.0,156135.8,-181142.9,Maluku-Papua,Sumatra
282,Beras Medium,Sumatera Barat,Papua,4.73,0.06873428331936295,0.326940641267158,0.0513288242072671,0.13608247786583189,4484.701908602806,selisih harga Rp902/kg; asal surplus proxy 0.30 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,15180.0,16082.0,295616.8,10647.0,Sumatra,Maluku-Papua
283,Beras Medium,Aceh,Papua Selatan,4.07,0.12100891564428866,0.3750789476478248,0.0295779743313416,0.11706474129046035,5236.345758117923,"selisih harga Rp1,588/kg; asal surplus proxy 0.41 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,13482.0,15070.0,405112.0,156135.8,Sumatra,Maluku-Papua
284,Beras Medium,Papua Selatan,Kalimantan Tengah,3.57,0.0,0.2812746270170229,0.0352459273032908,0.05967752904758533,3011.9378959412943,selisih harga Rp-540/kg; asal surplus proxy 0.16 juta ton; tujuan defisit proxy 0.03 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,15070.0,14530.0,156135.8,-29068.60000000001,Maluku-Papua,Kalimantan
285,Beras Medium,Papua Selatan,Banten,1.6,0.0,0.2812746270170229,0.0801696340807018,0.041802139376786424,3785.4719253490152,"selisih harga Rp-2,297/kg; asal surplus proxy 0.16 juta ton; tujuan defisit proxy 0.11 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,15070.0,12773.0,156135.8,-109688.90000000002,Maluku-Papua,Jawa
286,Beras Medium,Papua Selatan,Kepulauan Bangka Belitung,0.46,0.0,0.2812746270170229,0.0617702103748577,0.03934247629993162,3859.342829228613,"selisih harga Rp-1,448/kg; asal surplus proxy 0.16 juta ton; tujuan defisit proxy 0.08 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,15070.0,13622.0,156135.8,-84281.9,Maluku-Papua,Sumatra
287,Beras Medium,Papua Selatan,Jambi,0.22,0.0,0.2812746270170229,0.0802251935820565,0.04111311041255655,4143.132939852997,"selisih harga Rp-1,888/kg; asal surplus proxy 0.16 juta ton; tujuan defisit proxy 0.11 juta ton; perlu kajian logistik lintas wilayah",review if capacity allows,15070.0,13182.0,156135.8,-107049.40000000002,Maluku-Papua,Sumatra
288,Beras Medium,Sumatera Barat,Papua Selatan,0.0,0.0,0.326940641267158,0.0295779743313416,0.11706474129046035,4512.876891078103,selisih harga Rp-110/kg; asal surplus proxy 0.30 juta ton; perlu kajian logistik lintas wilayah,review if capacity allows,15180.0,15070.0,295616.8,156135.8,Sumatra,Maluku-Papua
